caseId,category,expected,actual,result
determinism.I027@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i027_purple_150134
baseItemId=4:I027
rarity=6:purple
generationVersion=1:1
rootSeed=6:150134
cultivationPotentialProfileId=34:candidate_core_profile_i027_purple
statId=5:break
statRawUnits=2:35
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:803
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
eligibleCoreEffectId=22:candidate_core_i027_04
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_04
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i027_purple_150134
baseItemId=4:I027
rarity=6:purple
generationVersion=1:1
rootSeed=6:150134
cultivationPotentialProfileId=34:candidate_core_profile_i027_purple
statId=5:break
statRawUnits=2:35
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:803
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
eligibleCoreEffectId=22:candidate_core_i027_04
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_04
buildQualification=4:None
",PASS
roll.I027@orange,roll_150,PASS,PASS,PASS
projection.I027@orange,projection_150,PASS,PASS,PASS
determinism.I027@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i027_orange_150135
baseItemId=4:I027
rarity=6:orange
generationVersion=1:1
rootSeed=6:150135
cultivationPotentialProfileId=34:candidate_core_profile_i027_orange
statId=5:break
statRawUnits=2:39
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1521
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1567
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
eligibleCoreEffectId=22:candidate_core_i027_04
eligibleCoreEffectId=28:candidate_core_i027_ultimate
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_04
visibleCoreEffectId=28:candidate_core_i027_ultimate
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i027_orange_150135
baseItemId=4:I027
rarity=6:orange
generationVersion=1:1
rootSeed=6:150135
cultivationPotentialProfileId=34:candidate_core_profile_i027_orange
statId=5:break
statRawUnits=2:39
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1521
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1567
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
eligibleCoreEffectId=22:candidate_core_i027_04
eligibleCoreEffectId=28:candidate_core_i027_ultimate
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_04
visibleCoreEffectId=28:candidate_core_i027_ultimate
buildQualification=9:QiLeiOnly
",PASS
roll.I028@white,roll_150,PASS,PASS,PASS
projection.I028@white,projection_150,PASS,PASS,PASS
determinism.I028@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i028_white_150136
baseItemId=4:I028
rarity=5:white
generationVersion=1:1
rootSeed=6:150136
cultivationPotentialProfileId=33:candidate_core_profile_i028_white
statId=5:break
statRawUnits=2:11
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:2
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:343
eligibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i028_white_150136
baseItemId=4:I028
rarity=5:white
generationVersion=1:1
rootSeed=6:150136
cultivationPotentialProfileId=33:candidate_core_profile_i028_white
statId=5:break
statRawUnits=2:11
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:2
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:343
eligibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_01
buildQualification=4:None
",PASS
roll.I028@green,roll_150,PASS,PASS,PASS
projection.I028@green,projection_150,PASS,PASS,PASS
determinism.I028@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i028_green_150137
baseItemId=4:I028
rarity=5:green
generationVersion=1:1
rootSeed=6:150137
cultivationPotentialProfileId=33:candidate_core_profile_i028_green
statId=5:break
statRawUnits=2:14
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:3
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:533
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i028_green_150137
baseItemId=4:I028
rarity=5:green
generationVersion=1:1
rootSeed=6:150137
cultivationPotentialProfileId=33:candidate_core_profile_i028_green
statId=5:break
statRawUnits=2:14
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:3
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:533
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
buildQualification=9:FaMenOnly
",PASS
roll.I028@blue,roll_150,PASS,PASS,PASS
projection.I028@blue,projection_150,PASS,PASS,PASS
determinism.I028@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i028_blue_150138
baseItemId=4:I028
rarity=4:blue
generationVersion=1:1
rootSeed=6:150138
cultivationPotentialProfileId=32:candidate_core_profile_i028_blue
statId=5:break
statRawUnits=2:20
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
slotId=9:random_01
slotKind=6:Random
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:841
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i028_blue_150138
baseItemId=4:I028
rarity=4:blue
generationVersion=1:1
rootSeed=6:150138
cultivationPotentialProfileId=32:candidate_core_profile_i028_blue
statId=5:break
statRawUnits=2:20
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
slotId=9:random_01
slotKind=6:Random
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:841
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
buildQualification=4:None
",PASS
roll.I028@purple,roll_150,PASS,PASS,PASS
projection.I028@purple,projection_150,PASS,PASS,PASS
determinism.I028@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i028_purple_150139
baseItemId=4:I028
rarity=6:purple
generationVersion=1:1
rootSeed=6:150139
cultivationPotentialProfileId=34:candidate_core_profile_i028_purple
statId=5:break
statRawUnits=2:22
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:2
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
slotId=9:random_01
slotKind=6:Random
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1232
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
eligibleCoreEffectId=22:candidate_core_i028_04
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_04
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i028_purple_150139
baseItemId=4:I028
rarity=6:purple
generationVersion=1:1
rootSeed=6:150139
cultivationPotentialProfileId=34:candidate_core_profile_i028_purple
statId=5:break
statRawUnits=2:22
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:2
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
slotId=9:random_01
slotKind=6:Random
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1232
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
eligibleCoreEffectId=22:candidate_core_i028_04
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_04
buildQualification=4:None
",PASS
roll.I028@orange,roll_150,PASS,PASS,PASS
projection.I028@orange,projection_150,PASS,PASS,PASS
determinism.I028@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i028_orange_150140
baseItemId=4:I028
rarity=6:orange
generationVersion=1:1
rootSeed=6:150140
cultivationPotentialProfileId=34:candidate_core_profile_i028_orange
statId=5:break
statRawUnits=2:23
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:9
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1231
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
eligibleCoreEffectId=22:candidate_core_i028_04
eligibleCoreEffectId=28:candidate_core_i028_ultimate
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_04
visibleCoreEffectId=28:candidate_core_i028_ultimate
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i028_orange_150140
baseItemId=4:I028
rarity=6:orange
generationVersion=1:1
rootSeed=6:150140
cultivationPotentialProfileId=34:candidate_core_profile_i028_orange
statId=5:break
statRawUnits=2:23
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:9
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1231
eligibleCoreEffectId=22:candidate_core_i028_01
eligibleCoreEffectId=22:candidate_core_i028_02
eligibleCoreEffectId=22:candidate_core_i028_03
eligibleCoreEffectId=22:candidate_core_i028_04
eligibleCoreEffectId=28:candidate_core_i028_ultimate
visibleCoreEffectId=22:candidate_core_i028_01
visibleCoreEffectId=22:candidate_core_i028_02
visibleCoreEffectId=22:candidate_core_i028_03
visibleCoreEffectId=22:candidate_core_i028_04
visibleCoreEffectId=28:candidate_core_i028_ultimate
buildQualification=4:Dual
",PASS
roll.I029@white,roll_150,PASS,PASS,PASS
projection.I029@white,projection_150,PASS,PASS,PASS
determinism.I029@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i029_white_150141
baseItemId=4:I029
rarity=5:white
generationVersion=1:1
rootSeed=6:150141
cultivationPotentialProfileId=33:candidate_core_profile_i029_white
statId=5:break
statRawUnits=2:14
statId=7:control
statRawUnits=1:1
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:3
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:200
eligibleCoreEffectId=22:candidate_core_i029_01
visibleCoreEffectId=22:candidate_core_i029_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i029_white_150141
baseItemId=4:I029
rarity=5:white
generationVersion=1:1
rootSeed=6:150141
cultivationPotentialProfileId=33:candidate_core_profile_i029_white
statId=5:break
statRawUnits=2:14
statId=7:control
statRawUnits=1:1
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:3
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:200
eligibleCoreEffectId=22:candidate_core_i029_01
visibleCoreEffectId=22:candidate_core_i029_01
buildQualification=4:None
",PASS
roll.I029@green,roll_150,PASS,PASS,PASS
projection.I029@green,projection_150,PASS,PASS,PASS
determinism.I029@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i029_green_150142
baseItemId=4:I029
rarity=5:green
generationVersion=1:1
rootSeed=6:150142
cultivationPotentialProfileId=33:candidate_core_profile_i029_green
statId=5:break
statRawUnits=2:17
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:565
eligibleCoreEffectId=22:candidate_core_i029_01
eligibleCoreEffectId=22:candidate_core_i029_02
visibleCoreEffectId=22:candidate_core_i029_01
visibleCoreEffectId=22:candidate_core_i029_02
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i029_green_150142
baseItemId=4:I029
rarity=5:green
generationVersion=1:1
rootSeed=6:150142
cultivationPotentialProfileId=33:candidate_core_profile_i029_green
statId=5:break
statRawUnits=2:17
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:565
eligibleCoreEffectId=22:candidate_core_i029_01
eligibleCoreEffectId=22:candidate_core_i029_02
visibleCoreEffectId=22:candidate_core_i029_01
visibleCoreEffectId=22:candidate_core_i029_02
buildQualification=9:FaMenOnly
",PASS
